,Date,Exercise Name,Weight,Reps
418,2024-11-18 21:18:43,Lateral Raise (Cable),3.75,7.0
419,2024-11-18 21:18:43,Lat Pulldown (Cable),33.0,13.0
420,2024-11-18 21:18:43,Lat Pulldown (Cable),33.0,13.0
421,2024-11-18 21:18:43,Lat Pulldown (Cable),40.0,13.0
422,2024-11-18 21:18:43,Lat Pulldown (Cable),40.0,10.0
423,2024-11-19 22:18:57,Chest Fly,26.0,17.0
424,2024-11-19 22:18:57,Chest Fly,26.0,13.0
425,2024-11-19 22:18:57,Chest Fly,33.0,10.0
426,2024-11-19 22:18:57,Chest Fly,33.0,13.0
427,2024-11-19 22:18:57,Preacher Curl (Dumbbell),6.0,18.0
428,2024-11-19 22:18:57,Preacher Curl (Dumbbell),6.0,17.0
429,2024-11-19 22:18:57,Preacher Curl (Dumbbell),6.0,15.0
430,2024-11-19 22:18:57,Preacher Curl (Dumbbell),6.0,10.0
431,2024-11-21 22:00:41,Triceps Extension (Cable),11.25,14.0
432,2024-11-21 22:00:41,Triceps Extension (Cable),11.25,13.0
433,2024-11-21 22:00:41,Triceps Extension (Cable),8.75,14.0
434,2024-11-21 22:00:41,Triceps Extension (Cable),11.25,10.0
435,2024-11-21 22:00:41,Lateral Raise (Cable),3.75,10.0
436,2024-11-21 22:00:41,Lateral Raise (Cable),3.75,9.0
437,2024-11-21 22:00:41,Lateral Raise (Cable),3.75,7.0
438,2024-11-21 22:00:41,Lateral Raise (Cable),3.75,6.0
439,2024-11-21 22:00:41,Lateral Raise (Cable),3.75,7.0
440,2024-11-21 22:00:41,Lateral Raise (Cable),1.25,20.0
441,2024-11-21 22:00:41,Lat Pulldown (Cable),33.0,11.0
442,2024-11-21 22:00:41,Lat Pulldown (Cable),40.0,11.0
443,2024-11-21 22:00:41,Lat Pulldown (Cable),40.0,10.0
444,2024-11-21 22:00:41,Lat Pulldown (Cable),40.0,15.0
445,2024-11-25 22:34:41,Preacher Curl (Dumbbell),6.0,15.0
446,2024-11-25 22:34:41,Preacher Curl (Dumbbell),6.0,14.0
447,2024-11-25 22:34:41,Preacher Curl (Dumbbell),6.0,20.0
448,2024-11-25 22:34:41,Preacher Curl (Dumbbell),6.0,13.0
449,2024-11-25 22:34:41,Chest Fly,26.0,10.0
450,2024-11-25 22:34:41,Chest Fly,33.0,9.0
451,2024-11-25 22:34:41,Chest Fly,33.0,14.0
452,2024-11-25 22:34:41,Chest Fly,26.0,15.0
453,2024-11-26 21:48:33,Triceps Extension (Cable),11.25,25.0
454,2024-11-26 21:48:33,Triceps Extension (Cable),13.75,10.0
455,2024-11-26 21:48:33,Triceps Extension (Cable),11.25,14.0
456,2024-11-26 21:48:33,Triceps Extension (Cable),13.75,16.0
457,2024-11-26 21:48:33,Lateral Raise (Cable),1.25,33.0
458,2024-11-26 21:48:33,Lateral Raise (Cable),1.25,12.0
459,2024-11-26 21:48:33,Lateral Raise (Cable),1.25,14.0
460,2024-11-26 21:48:33,Lateral Raise (Cable),1.25,23.0
461,2024-11-26 21:48:33,Lateral Raise (Cable),1.25,11.0
462,2024-11-26 21:48:33,Lateral Raise (Cable),1.25,17.0
463,2024-11-26 21:48:33,Lateral Raise (Cable),1.25,18.0
464,2024-11-26 21:48:33,Lateral Raise (Cable),1.25,14.0
465,2024-11-26 21:48:33,Lateral Raise (Cable),1.25,18.0
466,2024-11-26 21:48:33,Lateral Raise (Cable),1.25,27.0
467,2024-11-26 21:48:33,Lat Pulldown (Cable),40.0,11.0
468,2024-11-26 21:48:33,Lat Pulldown (Cable),33.0,11.0
469,2024-11-26 21:48:33,Lat Pulldown (Cable),26.0,22.0
470,2024-11-26 21:48:33,Lat Pulldown (Cable),33.0,18.0
471,2024-11-29 22:05:11,Preacher Curl (Dumbbell),6.0,15.0
472,2024-11-29 22:05:11,Preacher Curl (Dumbbell),6.0,21.0
473,2024-11-29 22:05:11,Preacher Curl (Dumbbell),6.0,16.0
474,2024-11-29 22:05:11,Preacher Curl (Dumbbell),6.0,13.0
475,2024-11-29 22:05:11,Chest Fly,33.0,10.0
476,2024-11-29 22:05:11,Chest Fly,33.0,12.0
477,2024-11-29 22:05:11,Chest Fly,26.0,11.0
478,2024-11-29 22:05:11,Chest Fly,33.0,9.0
479,2024-12-03 22:16:42,Preacher Curl (Dumbbell),6.0,25.0
480,2024-12-03 22:16:42,Preacher Curl (Dumbbell),6.0,20.0
481,2024-12-03 22:16:42,Preacher Curl (Dumbbell),6.0,19.0
482,2024-12-03 22:16:42,Preacher Curl (Dumbbell),6.0,13.0
483,2024-12-03 22:16:42,Chest Fly,33.0,10.0
484,2024-12-03 22:16:42,Chest Fly,33.0,17.0
485,2024-12-03 22:16:42,Chest Fly,26.0,10.0
486,2024-12-03 22:16:42,Chest Fly,26.0,14.0
487,2024-12-03 22:16:42,Triceps Extension (Cable),13.75,16.0
488,2024-12-03 22:16:42,Triceps Extension (Cable),11.75,12.0
489,2024-12-03 22:16:42,Triceps Extension (Cable),11.25,11.0
490,2024-12-03 22:16:42,Triceps Extension (Cable),13.75,12.0
491,2024-12-06 21:28:40,Lat Pulldown (Cable),33.0,15.0
492,2024-12-06 21:28:40,Lat Pulldown (Cable),40.0,16.0
493,2024-12-06 21:28:40,Lat Pulldown (Cable),40.0,12.0
494,2024-12-06 21:28:40,Lat Pulldown (Cable),40.0,10.0
495,2024-12-06 21:28:40,Lateral Raise (Cable),1.25,23.0
496,2024-12-06 21:28:40,Lateral Raise (Cable),1.25,28.0
497,2024-12-06 21:28:40,Lateral Raise (Cable),1.25,21.0
498,2024-12-06 21:28:40,Lateral Raise (Cable),1.25,21.0
499,2024-12-06 21:28:40,Lateral Raise (Cable),1.25,44.0
500,2024-12-06 21:28:40,Lateral Raise (Cable),1.25,14.0
501,2024-12-06 21:28:40,Lateral Raise (Cable),1.25,41.0
502,2024-12-06 21:28:40,Lateral Raise (Cable),1.25,13.0
503,2024-12-06 21:28:40,Hip Thrust (Barbell),20.0,8.0
504,2024-12-06 21:28:40,Hip Thrust (Barbell),20.0,9.0
505,2024-12-06 21:28:40,Hip Thrust (Barbell),20.0,10.0
506,2024-12-06 21:28:40,Hip Thrust (Barbell),20.0,8.0
507,2024-12-09 22:19:13,Triceps Extension (Cable),11.25,11.0
508,2024-12-09 22:19:13,Triceps Extension (Cable),13.75,13.0
509,2024-12-09 22:19:13,Triceps Extension (Cable),13.75,16.0
510,2024-12-09 22:19:13,Triceps Extension (Cable),13.75,9.0
511,2024-12-09 22:19:13,Lat Pulldown (Cable),40.0,14.0
512,2024-12-09 22:19:13,Lat Pulldown (Cable),40.0,10.0
513,2024-12-09 22:19:13,Lat Pulldown (Cable),33.0,10.0
514,2024-12-09 22:19:13,Lat Pulldown (Cable),33.0,11.0
515,2024-12-11 19:31:58,Preacher Curl (Dumbbell),6.0,17.0
516,2024-12-11 19:31:58,Preacher Curl (Dumbbell),6.0,25.0
517,2024-12-11 19:31:58,Preacher Curl (Dumbbell),6.0,21.0
518,2024-12-11 19:31:58,Preacher Curl (Dumbbell),6.0,19.0
519,2024-12-11 19:31:58,Chest Fly,26.0,12.0
520,2024-12-11 19:31:58,Chest Fly,33.0,10.0
521,2024-12-11 19:31:58,Chest Fly,33.0,14.0
522,2024-12-11 19:31:58,Chest Fly,26.0,11.0
523,2024-12-11 19:31:58,Hip Thrust (Barbell),20.0,8.0
524,2024-12-11 19:31:58,Hip Thrust (Barbell),25.0,8.0
525,2024-12-11 19:31:58,Hip Thrust (Barbell),22.5,8.0
526,2024-12-11 19:31:58,Hip Thrust (Barbell),25.0,8.0
527,2024-12-13 22:18:03,Lat Pulldown (Cable),40.0,15.0
528,2024-12-13 22:18:03,Lat Pulldown (Cable),40.0,10.0
529,2024-12-13 22:18:03,Lat Pulldown (Cable),40.0,11.0
530,2024-12-13 22:18:03,Lat Pulldown (Cable),40.0,10.0
531,2024-12-13 22:18:03,Triceps Extension (Cable),13.75,13.0
532,2024-12-13 22:18:03,Triceps Extension (Cable),11.25,11.0
533,2024-12-13 22:18:03,Triceps Extension (Cable),11.75,11.0
534,2024-12-13 22:18:03,Triceps Extension (Cable),13.75,8.0
535,2024-12-20 22:54:32,Hip Thrust (Barbell),30.0,7.0
536,2024-12-20 22:54:32,Hip Thrust (Barbell),30.0,6.0
537,2024-12-20 22:54:32,Hip Thrust (Barbell),30.0,9.0
538,2024-12-20 22:54:32,Hip Thrust (Barbell),30.0,9.0
539,2025-01-02 20:28:31,Bench Press (Barbell),30.0,2.0
540,2025-01-02 20:28:31,Bench Press (Barbell),40.0,1.0
541,2025-01-02 20:28:31,Bench Press (Barbell),26.0,6.0
542,2025-01-05 18:24:51,Chest Press (Machine),25.0,3.0
543,2025-01-05 18:24:51,Chest Press (Machine),30.0,11.0
544,2025-01-05 18:24:51,Chest Press (Machine),30.0,13.0
545,2025-01-05 18:24:51,Chest Press (Machine),25.0,12.0
546,2025-01-05 18:24:51,Chest Press (Machine),20.0,5.0
547,2025-01-05 18:24:51,Chest Press (Machine),25.0,6.0
548,2025-01-05 18:24:51,Preacher Curl (Barbell),12.5,17.0
549,2025-01-05 18:24:51,Preacher Curl (Barbell),15.0,16.0
550,2025-01-05 18:24:51,Preacher Curl (Barbell),15.0,8.0
551,2025-01-05 18:24:51,Preacher Curl (Barbell),12.5,20.0
552,2025-01-09 17:58:08,Lat Pulldown (Cable),40.0,10.0
553,2025-01-09 17:58:08,Lat Pulldown (Cable),40.0,9.0
554,2025-01-09 17:58:08,Lat Pulldown (Cable),40.0,14.0
555,2025-01-09 17:58:08,Lat Pulldown (Cable),40.0,15.0
556,2025-01-09 17:58:08,Lateral Raise (Dumbbell),3.0,20.0
557,2025-01-09 17:58:08,Lateral Raise (Dumbbell),3.0,14.0
558,2025-01-09 17:58:08,Lateral Raise (Dumbbell),3.0,17.0
559,2025-01-09 17:58:08,Lateral Raise (Dumbbell),3.0,14.0
560,2025-01-09 17:58:08,Triceps Pushdown (Cable - Straight Bar),13.75,14.0
561,2025-01-09 17:58:08,Triceps Pushdown (Cable - Straight Bar),13.75,14.0
562,2025-01-09 17:58:08,Triceps Pushdown (Cable - Straight Bar),11.25,25.0
563,2025-01-09 17:58:08,Triceps Pushdown (Cable - Straight Bar),13.75,15.0
564,2025-01-09 17:58:08,Chest Press (Machine),30.0,8.0
565,2025-01-09 17:58:08,Chest Press (Machine),20.0,4.0
566,2025-01-09 17:58:08,Chest Press (Machine),20.0,7.0
567,2025-01-09 17:58:08,Chest Press (Machine),30.0,5.0
568,2025-01-09 17:58:08,Chest Press (Machine),25.0,2.0
569,2025-01-09 17:58:08,Triceps Dip (Assisted),26.0,3.0
570,2025-01-09 17:58:08,Triceps Dip (Assisted),33.0,8.0
571,2025-01-09 17:58:08,Preacher Curl (Barbell),12.5,7.0
572,2025-01-09 17:58:08,Preacher Curl (Barbell),12.5,16.0
573,2025-01-09 17:58:08,Preacher Curl (Barbell),7.5,14.0
574,2025-01-12 18:16:31,Chest Press (Machine),20.0,5.0
575,2025-01-12 18:16:31,Chest Press (Machine),30.0,18.0
576,2025-01-12 18:16:31,Chest Press (Machine),25.0,9.0
577,2025-01-12 18:16:31,Chest Press (Machine),15.0,5.0
578,2025-01-12 18:16:31,Chest Press (Machine),30.0,7.0
579,2025-01-12 18:16:31,Chest Press (Machine),20.0,8.0
580,2025-01-12 18:16:31,Lateral Raise (Dumbbell),4.0,11.0
581,2025-01-12 18:16:31,Lateral Raise (Dumbbell),4.0,9.0
582,2025-01-12 18:16:31,Lateral Raise (Dumbbell),4.0,10.0
583,2025-01-14 11:51:32,Lat Pulldown (Cable),33.0,11.0
584,2025-01-14 11:51:32,Lat Pulldown (Cable),40.0,9.0
585,2025-01-14 11:51:32,Lat Pulldown (Cable),40.0,10.0
586,2025-01-14 11:51:32,Lat Pulldown (Cable),33.0,13.0
587,2025-01-14 11:51:32,Triceps Pushdown (Cable - Straight Bar),13.75,14.0
588,2025-01-14 11:51:32,Triceps Pushdown (Cable - Straight Bar),13.75,12.0
589,2025-01-14 11:51:32,Triceps Pushdown (Cable - Straight Bar),13.75,14.0
590,2025-01-14 11:51:32,Triceps Pushdown (Cable - Straight Bar),13.75,12.0
591,2025-01-14 11:51:32,Preacher Curl (Barbell),12.5,9.0
592,2025-01-14 11:51:32,Preacher Curl (Barbell),12.5,16.0
593,2025-01-14 11:51:32,Preacher Curl (Barbell),10.0,12.0
594,2025-01-14 11:51:32,Preacher Curl (Barbell),10.0,17.0
595,2025-01-15 13:24:11,Hip Thrust (Barbell),36.0,4.0
596,2025-01-15 13:24:11,Hip Thrust (Barbell),30.0,8.0
597,2025-01-15 13:24:11,Hip Thrust (Barbell),34.0,5.0
598,2025-01-15 13:24:11,Hip Thrust (Barbell),32.0,5.0
599,2025-01-15 13:24:11,Hip Thrust (Barbell),28.0,8.0
600,2025-01-17 22:14:56,Lateral Raise (Dumbbell),4.0,10.0
601,2025-01-17 22:14:56,Lateral Raise (Dumbbell),4.0,15.0
602,2025-01-17 22:14:56,Lateral Raise (Dumbbell),2.5,5.0
603,2025-01-17 22:14:56,Lateral Raise (Dumbbell),2.5,7.0
604,2025-01-17 22:14:56,Lateral Raise (Dumbbell),4.0,10.0
605,2025-01-17 22:14:56,Lateral Raise (Dumbbell),4.0,12.0
606,2025-01-17 22:14:56,Chest Press (Machine),20.0,6.0
607,2025-01-17 22:14:56,Chest Press (Machine),10.0,11.0
608,2025-01-17 22:14:56,Chest Press (Machine),20.0,8.0
609,2025-01-17 22:14:56,Chest Press (Machine),30.0,5.0
610,2025-01-17 22:14:56,Chest Press (Machine),25.0,8.0
611,2025-01-17 22:14:56,Chest Press (Machine),15.0,4.0
612,2025-01-17 22:14:56,Chest Press (Machine),30.0,13.0
613,2025-01-17 22:14:56,Chest Press (Machine),20.0,8.0
614,2025-01-23 21:55:26,Preacher Curl (Barbell),10.0,13.0
615,2025-01-23 21:55:26,Preacher Curl (Barbell),10.0,17.0
616,2025-01-23 21:55:26,Preacher Curl (Barbell),12.5,25.0
617,2025-01-23 21:55:26,Preacher Curl (Barbell),12.5,16.0
618,2025-01-23 21:55:26,Hip Thrust (Barbell),30.0,8.0
619,2025-01-23 21:55:26,Hip Thrust (Barbell),35.0,8.0
620,2025-01-23 21:55:26,Hip Thrust (Barbell),40.0,8.0
621,2025-01-23 21:55:26,Hip Thrust (Barbell),42.5,5.0
622,2025-01-24 22:26:48,Lateral Raise (Dumbbell),4.0,15.0
623,2025-01-24 22:26:48,Lateral Raise (Dumbbell),4.0,12.0
624,2025-01-24 22:26:48,Lateral Raise (Dumbbell),2.5,7.0
625,2025-01-24 22:26:48,Lateral Raise (Dumbbell),4.0,8.0
626,2025-01-24 22:26:48,Lateral Raise (Dumbbell),4.0,17.0
627,2025-01-24 22:26:48,Chest Press (Machine),20.0,13.0
628,2025-01-24 22:26:48,Chest Press (Machine),10.0,13.0
629,2025-01-24 22:26:48,Chest Press (Machine),20.0,12.0
630,2025-01-24 22:26:48,Chest Press (Machine),30.0,8.0
631,2025-01-24 22:26:48,Chest Press (Machine),10.0,10.0
632,2025-01-24 22:26:48,Chest Press (Machine),20.0,7.0
633,2025-01-29 22:13:01,Bench Press (Barbell),35.0,3.0
634,2025-01-29 22:13:01,Bench Press (Barbell),20.0,1.0
635,2025-01-29 22:13:01,Bench Press (Barbell),30.0,1.0
637,2025-01-29 22:13:01,Bench Press (Barbell),20.0,1.0
638,2025-01-29 22:13:01,Triceps Pushdown (Cable - Straight Bar),13.75,12.0
639,2025-01-29 22:13:01,Triceps Pushdown (Cable - Straight Bar),13.75,11.0
640,2025-01-29 22:13:01,Triceps Pushdown (Cable - Straight Bar),13.75,15.0
641,2025-01-29 22:13:01,Triceps Pushdown (Cable - Straight Bar),13.75,10.0
642,2025-01-30 21:19:25,Hip Thrust (Barbell),42.5,8.0
643,2025-01-30 21:19:25,Hip Thrust (Barbell),45.0,8.0
644,2025-01-30 21:19:25,Hip Thrust (Barbell),40.0,8.0
645,2025-01-30 21:19:25,Hip Thrust (Barbell),47.75,5.0
646,2025-01-30 21:19:25,Lateral Raise (Dumbbell),4.0,15.0
647,2025-01-30 21:19:25,Lateral Raise (Dumbbell),4.0,12.0
648,2025-01-30 21:19:25,Lateral Raise (Dumbbell),4.0,11.0
649,2025-01-30 21:19:25,Chest Press (Machine),25.0,9.0
650,2025-01-30 21:19:25,Chest Press (Machine),27.75,8.0
651,2025-01-30 21:19:25,Chest Press (Machine),30.0,9.0
652,2025-01-30 21:19:25,Chest Press (Machine),27.75,14.0
653,2025-02-03 21:37:29,Hip Thrust (Barbell),40.0,8.0
654,2025-02-04 21:44:35,Lat Pulldown (Cable),33.0,13.0
655,2025-02-04 21:44:35,Lat Pulldown (Cable),33.0,18.0
656,2025-02-04 21:44:35,Lat Pulldown (Cable),33.0,13.0
657,2025-02-04 21:44:35,Lat Pulldown (Cable),33.0,12.0
658,2025-02-04 21:44:35,Lateral Raise (Dumbbell),4.0,13.0
659,2025-02-04 21:44:35,Lateral Raise (Dumbbell),4.0,11.0
660,2025-02-04 21:44:35,Lateral Raise (Dumbbell),4.0,17.0
661,2025-02-04 21:44:35,Lateral Raise (Dumbbell),4.0,13.0
662,2025-02-04 21:44:35,Triceps Pushdown (Cable - Straight Bar),13.75,13.0
663,2025-02-04 21:44:35,Triceps Pushdown (Cable - Straight Bar),13.75,11.0
664,2025-02-04 21:44:35,Triceps Pushdown (Cable - Straight Bar),13.75,17.0
665,2025-02-04 21:44:35,Triceps Pushdown (Cable - Straight Bar),13.75,11.0
666,2025-02-06 22:16:40,Chest Press (Machine),25.0,9.0
667,2025-02-06 22:16:40,Chest Press (Machine),25.0,11.0
668,2025-02-06 22:16:40,Chest Press (Machine),30.0,7.0
669,2025-02-06 22:16:40,Chest Press (Machine),30.0,16.0
670,2025-02-06 22:16:40,Triceps Pushdown (Cable - Straight Bar),13.75,15.0
671,2025-02-06 22:16:40,Triceps Pushdown (Cable - Straight Bar),13.75,16.0
672,2025-02-06 22:16:40,Triceps Pushdown (Cable - Straight Bar),13.75,20.0
673,2025-02-06 22:16:40,Triceps Pushdown (Cable - Straight Bar),13.75,13.0
674,2025-02-09 18:21:01,Chest Press (Machine),30.0,10.0
675,2025-02-09 18:21:01,Chest Press (Machine),30.0,8.0
676,2025-02-09 18:21:01,Chest Press (Machine),30.0,10.0
677,2025-02-09 18:21:01,Chest Press (Machine),30.0,11.0
678,2025-02-09 18:21:01,Triceps Pushdown (Cable - Straight Bar),16.25,14.0
679,2025-02-09 18:21:01,Triceps Pushdown (Cable - Straight Bar),16.25,13.0
680,2025-02-09 18:21:01,Triceps Pushdown (Cable - Straight Bar),16.25,15.0
681,2025-02-09 18:21:01,Triceps Pushdown (Cable - Straight Bar),16.25,12.0
682,2025-02-10 22:36:06,Hammer Curl (Dumbbell),7.5,10.0
683,2025-02-10 22:36:06,Hammer Curl (Dumbbell),7.5,9.0
684,2025-02-10 22:36:06,Hammer Curl (Dumbbell),7.5,10.0
685,2025-02-10 22:36:06,Hammer Curl (Dumbbell),7.5,15.0
686,2025-02-11 21:02:07,Bench Press (Barbell),30.0,9.0
687,2025-02-11 21:02:07,Bench Press (Barbell),40.0,2.0
688,2025-02-11 21:02:07,Bench Press (Barbell),40.0,1.0
689,2025-02-11 21:02:07,Bench Press (Barbell),20.0,8.0
690,2025-02-11 21:02:07,Bench Press (Barbell),30.0,3.0
691,2025-02-11 21:02:07,Bench Press (Barbell),40.0,1.0
692,2025-02-11 21:02:07,Lateral Raise (Dumbbell),4.0,12.0
693,2025-02-11 21:02:07,Lateral Raise (Dumbbell),4.0,10.0
694,2025-02-11 21:02:07,Lateral Raise (Dumbbell),4.0,12.0
695,2025-02-11 21:02:07,Lateral Raise (Dumbbell),5.0,9.0
696,2025-02-11 21:02:07,Triceps Pushdown (Cable - Straight Bar),18.25,12.0
697,2025-02-11 21:02:07,Triceps Pushdown (Cable - Straight Bar),16.75,12.0
698,2025-02-11 21:02:07,Triceps Pushdown (Cable - Straight Bar),18.25,8.0
699,2025-02-11 21:02:07,Triceps Pushdown (Cable - Straight Bar),18.25,9.0
700,2025-02-17 22:16:45,Triceps Pushdown (Cable - Straight Bar),18.25,14.0
701,2025-02-17 22:16:45,Triceps Pushdown (Cable - Straight Bar),18.25,14.0
702,2025-02-17 22:16:45,Triceps Pushdown (Cable - Straight Bar),18.25,10.0
703,2025-02-17 22:16:45,Triceps Pushdown (Cable - Straight Bar),18.25,10.0
704,2025-02-19 21:30:47,Chest Press (Machine),25.0,10.0
705,2025-02-19 21:30:47,Chest Press (Machine),25.0,9.0
706,2025-02-19 21:30:47,Chest Press (Machine),30.0,15.0
707,2025-02-19 21:30:47,Chest Press (Machine),30.0,8.0
708,2025-02-21 21:20:36,Chest Fly,26.0,12.0
709,2025-02-21 21:20:36,Chest Fly,33.0,12.0
710,2025-02-21 21:20:36,Chest Fly,33.0,8.0
711,2025-02-21 21:20:36,Chest Fly,33.0,17.0
712,2025-02-21 21:20:36,Lateral Raise (Dumbbell),4.0,14.0
713,2025-02-21 21:20:36,Lateral Raise (Dumbbell),5.0,11.0
714,2025-02-21 21:20:36,Lateral Raise (Dumbbell),4.0,11.0
715,2025-02-21 21:20:36,Lateral Raise (Dumbbell),4.0,10.0
716,2025-02-21 21:20:36,Preacher Curl (Barbell),10.0,15.0
717,2025-02-21 21:20:36,Preacher Curl (Barbell),12.5,14.0
718,2025-02-21 21:20:36,Preacher Curl (Barbell),10.0,17.0
719,2025-02-22 18:27:18,Triceps Pushdown (Cable - Straight Bar),18.25,9.0
720,2025-02-22 18:27:18,Triceps Pushdown (Cable - Straight Bar),16.75,11.0
721,2025-02-22 18:27:18,Triceps Pushdown (Cable - Straight Bar),18.25,10.0
722,2025-02-22 18:27:18,Triceps Pushdown (Cable - Straight Bar),18.25,25.0
723,2025-02-22 18:27:18,Lat Pulldown (Cable),33.0,12.0
724,2025-02-22 18:27:18,Lat Pulldown (Cable),26.0,16.0
725,2025-02-22 18:27:18,Lat Pulldown (Cable),33.0,10.0
726,2025-02-22 18:27:18,Lat Pulldown (Cable),33.0,17.0
727,2025-02-27 20:15:50,Chest Fly,33.0,13.0
728,2025-02-27 20:15:50,Chest Fly,33.0,12.0
729,2025-02-27 20:15:50,Chest Fly,33.0,11.0
730,2025-02-27 20:15:50,Chest Fly,33.0,8.0
731,2025-02-27 20:15:50,Chest Fly,26.0,5.0
732,2025-02-27 20:15:50,Lateral Raise (Dumbbell),5.0,7.0
733,2025-02-27 20:15:50,Lateral Raise (Dumbbell),5.0,13.0
734,2025-02-27 20:15:50,Lateral Raise (Dumbbell),5.0,10.0
735,2025-02-27 20:15:50,Lateral Raise (Dumbbell),4.0,11.0
736,2025-03-03 07:43:13,Triceps Pushdown (Cable - Straight Bar),18.75,12.0
737,2025-03-03 07:43:13,Triceps Pushdown (Cable - Straight Bar),18.75,10.0
738,2025-03-03 07:43:13,Triceps Pushdown (Cable - Straight Bar),21.25,10.0
739,2025-03-03 07:43:13,Triceps Pushdown (Cable - Straight Bar),21.25,8.0
740,2025-03-03 07:43:13,Preacher Curl (Dumbbell),6.0,26.0
741,2025-03-03 07:43:13,Preacher Curl (Dumbbell),5.0,18.0
742,2025-03-03 07:43:13,Preacher Curl (Dumbbell),5.0,13.0
743,2025-03-03 07:43:13,Preacher Curl (Dumbbell),6.0,14.0
744,2025-03-04 20:38:40,Lat Pulldown (Cable),33.0,18.0
745,2025-03-04 20:38:40,Lat Pulldown (Cable),33.0,9.0
746,2025-03-04 20:38:40,Lat Pulldown (Cable),33.0,14.0
747,2025-03-04 20:38:40,Lat Pulldown (Cable),26.0,14.0
748,2025-03-04 20:38:40,Chest Fly,26.0,9.0
749,2025-03-04 20:38:40,Chest Fly,33.0,8.0
750,2025-03-04 20:38:40,Chest Fly,33.0,12.0
751,2025-03-04 20:38:40,Chest Fly,26.0,10.0
752,2025-03-04 20:38:40,Lateral Raise (Dumbbell),4.0,9.0
753,2025-03-04 20:38:40,Lateral Raise (Dumbbell),5.0,8.0
754,2025-03-04 20:38:40,Lateral Raise (Dumbbell),4.0,13.0
755,2025-03-04 20:38:40,Lateral Raise (Dumbbell),4.0,11.0
756,2025-03-07 20:06:35,Chest Fly,26.0,7.0
757,2025-03-07 20:06:35,Chest Fly,33.0,7.0
758,2025-03-07 20:06:35,Chest Fly,33.0,10.0
759,2025-03-07 20:06:35,Chest Fly,26.0,7.0
760,2025-03-07 20:06:35,Chest Fly,26.0,7.0
761,2025-03-07 20:06:35,Triceps Pushdown (Cable - Straight Bar),21.25,8.0
762,2025-03-07 20:06:35,Triceps Pushdown (Cable - Straight Bar),18.75,11.0
763,2025-03-07 20:06:35,Triceps Pushdown (Cable - Straight Bar),21.25,8.0
764,2025-03-07 20:06:35,Triceps Pushdown (Cable - Straight Bar),21.25,10.0
765,2025-03-07 20:06:35,Abdominal Machine,40.0,7.0
766,2025-03-07 20:06:35,Abdominal Machine,37.75,9.0
767,2025-03-07 20:06:35,Abdominal Machine,30.0,10.0
768,2025-03-07 20:06:35,Abdominal Machine,37.75,9.0
769,2025-03-07 20:06:35,Abdominal Machine,37.75,10.0
770,2025-03-10 22:09:35,Incline Curl (Dumbbell),6.0,9.0
771,2025-03-10 22:09:35,Incline Curl (Dumbbell),6.0,6.0
772,2025-03-10 22:09:35,Incline Curl (Dumbbell),6.0,10.0
773,2025-03-10 22:09:35,Incline Curl (Dumbbell),7.0,12.0
774,2025-03-10 22:09:35,Incline Curl (Dumbbell),7.0,8.0
775,2025-03-10 22:09:35,Lateral Raise (Dumbbell),5.0,13.0
776,2025-03-10 22:09:35,Lateral Raise (Dumbbell),5.0,8.0
777,2025-03-10 22:09:35,Lateral Raise (Dumbbell),4.0,10.0
778,2025-03-10 22:09:35,Lateral Raise (Dumbbell),4.0,10.0
779,2025-03-13 18:58:17,Bench Press (Barbell),35.0,7.0
780,2025-03-13 18:58:17,Bench Press (Barbell),20.0,8.0
782,2025-03-13 18:58:17,Bench Press (Barbell),40.0,1.0
783,2025-03-13 18:58:17,Bench Press (Barbell),30.0,3.0
784,2025-03-13 18:58:17,Lat Pulldown (Cable),33.0,25.0
785,2025-03-13 18:58:17,Lat Pulldown (Cable),33.0,14.0
786,2025-03-13 18:58:17,Lat Pulldown (Cable),33.0,15.0
787,2025-03-13 18:58:17,Lat Pulldown (Cable),33.0,15.0
788,2025-03-13 18:58:17,Seated Calf Raise (Machine),40.0,13.0
789,2025-03-13 18:58:17,Seated Calf Raise (Machine),45.0,16.0
790,2025-03-13 18:58:17,Seated Calf Raise (Machine),45.0,15.0
791,2025-03-13 18:58:17,Seated Calf Raise (Machine),35.0,17.0
792,2025-03-24 21:55:52,Lateral Raise (Dumbbell),4.0,13.0
793,2025-03-24 21:55:52,Lateral Raise (Dumbbell),5.0,14.0
794,2025-03-24 21:55:52,Lateral Raise (Dumbbell),5.0,10.0
795,2025-03-24 21:55:52,Lateral Raise (Dumbbell),5.0,9.0
796,2025-03-24 21:55:52,Bench Press (Barbell),30.0,5.0
797,2025-03-24 21:55:52,Bench Press (Barbell),20.0,2.0
798,2025-03-24 21:55:52,Bench Press (Barbell),40.0,1.0
799,2025-03-24 21:55:52,Triceps Pushdown (Cable - Straight Bar),18.75,5.0
800,2025-03-24 21:55:52,Triceps Pushdown (Cable - Straight Bar),18.75,10.0
801,2025-03-24 21:55:52,Triceps Pushdown (Cable - Straight Bar),21.25,11.0
802,2025-03-24 21:55:52,Triceps Pushdown (Cable - Straight Bar),21.25,7.0
803,2025-03-25 22:08:17,Incline Curl (Dumbbell),7.5,9.0
804,2025-03-25 22:08:17,Incline Curl (Dumbbell),7.5,12.0
805,2025-03-25 22:08:17,Incline Curl (Dumbbell),7.0,8.0
